position,scene,AE,MSE,PSNR,SSIM,LPIPS,FID
Position0,NIR,3.6463215351104736,0.02653798833489418,15.761320114135742,0.6430550217628479,0.365557998418808,4.9389918562970855e-06
Position0,NIR,3.6430108547210693,0.02710617333650589,15.669318199157715,0.6451619267463684,0.36393681168556213,4.415323397240645e-06
Position0,NIR,3.6313958168029785,0.02624465338885784,15.809592247009277,0.645824670791626,0.36267080903053284,2.0594400931826448e-05
Position0,NIR,3.649878740310669,0.026918627321720123,15.699471473693848,0.6442612409591675,0.36389368772506714,1.3384494967954175e-05
Position0,NIR,3.671530246734619,0.026727918535470963,15.730348587036133,0.6455000638961792,0.36805260181427,6.223710929953441e-06
Position0,NIR,3.648045301437378,0.026414349675178528,15.781601905822754,0.6438729166984558,0.361552894115448,3.2283754801366513e-07
Position0,NIR,3.683734655380249,0.026851193979382515,15.71036434173584,0.6425519585609436,0.365545392036438,3.732642480375236e-05
Position0,NIR,3.7056853771209717,0.027586981654167175,15.592957496643066,0.6423674821853638,0.370331734418869,2.4373382308301612e-06
Position0,NIR,3.7073960304260254,0.027268124744296074,15.643447875976562,0.6427627801895142,0.3677524924278259,1.3571420043709433e-06
Position0,NIR,3.689462423324585,0.027019083499908447,15.683294296264648,0.64395672082901,0.3672221004962921,5.8764634299803e-07
Position0,NIR,3.6908414363861084,0.02792075090110302,15.540729522705078,0.6432638764381409,0.36848267912864685,1.694118134677432e-05
Position0,NIR,3.728139877319336,0.027338961139321327,15.632180213928223,0.6422410011291504,0.36841434240341187,3.5425195350235507e-06
Position0,NIR,3.7073426246643066,0.028281865641474724,15.484919548034668,0.6406961679458618,0.3696397840976715,5.153331108608775e-06
Position0,NIR,3.7441444396972656,0.028333794325590134,15.476953506469727,0.6398842930793762,0.37526434659957886,1.2826182807634118e-06
Position0,NIR,3.7847321033477783,0.028300175443291664,15.482109069824219,0.6422768235206604,0.3753792345523834,1.1797388553200054e-05
Position0,NIR,3.8513259887695312,0.029724974185228348,15.26878547668457,0.6385666728019714,0.3811684548854828,5.988837421081437e-06
Position0,NIR,3.8247437477111816,0.029758328571915627,15.263915061950684,0.6397577524185181,0.3781728148460388,7.613922860527211e-06
Position0,NIR,3.8458900451660156,0.02960928902029991,15.285720825195312,0.6376132369041443,0.37979409098625183,2.0711956721780004e-05
Position0,NIR,3.872182607650757,0.030613696202635765,15.140843391418457,0.6358761191368103,0.38025087118148804,5.496607646714429e-06
Position0,NIR,3.860090732574463,0.030682528391480446,15.13109016418457,0.6354900002479553,0.3848898112773895,9.15427054806739e-06
Position0,NIR,3.831037998199463,0.03052515536546707,15.153421401977539,0.6359103918075562,0.3755186200141907,9.953353290524485e-06
Position0,NIR,3.8245689868927,0.02962435968220234,15.283510208129883,0.6367819309234619,0.3765789866447449,1.039266339791789e-06
Position0,NIR,3.8147284984588623,0.029164623469114304,15.35143756866455,0.6354991793632507,0.3717899024486542,2.0714600427276277e-06
Position0,NIR,3.7830002307891846,0.029391618445515633,15.317765235900879,0.6377354264259338,0.3661523759365082,3.933952600161748e-06
Position0,NIR,3.7661125659942627,0.029462674632668495,15.307278633117676,0.6381146907806396,0.37165936827659607,2.0768882831563498e-05
Position0,NIR,3.798236846923828,0.02942572720348835,15.312728881835938,0.6365724205970764,0.37352943420410156,6.913637388964843e-06
Position0,NIR,3.70898699760437,0.02816549502313137,15.502825736999512,0.6381721496582031,0.3650100827217102,7.585210726737332e-07
Position0,NIR,3.719360828399658,0.028676368296146393,15.424757957458496,0.6380822062492371,0.3676809072494507,3.681280415513896e-05
Position0,NIR,3.767436981201172,0.029188228771090508,15.347923278808594,0.6362036466598511,0.3721556067466736,1.23622355354229e-05
Position0,NIR,3.7443299293518066,0.028541671112179756,15.445205688476562,0.6388199329376221,0.3666364848613739,4.3851107522405175e-05
Position0,NIR,3.788452625274658,0.02907506562769413,15.364791870117188,0.6361532211303711,0.3735275864601135,6.749596692611458e-06
Position0,NIR,3.7635490894317627,0.028951987624168396,15.38321590423584,0.6375918984413147,0.37173929810523987,5.9365838425045996e-05
Position0,NIR,3.7636802196502686,0.028817830607295036,15.403387069702148,0.6381163597106934,0.3662545084953308,1.1842659559541287e-05
Position0,NIR,3.7442595958709717,0.028555547818541527,15.443096160888672,0.6386550664901733,0.3684573471546173,5.2017330736426216e-05
Position0,NIR,3.7501564025878906,0.02870168164372444,15.420927047729492,0.6381900906562805,0.3685212731361389,3.911431536955147e-06
Position0,NIR,3.7575623989105225,0.027897678315639496,15.544319152832031,0.6412836909294128,0.36417096853256226,3.626317634250692e-05
Position0,NIR,3.761042833328247,0.028815418481826782,15.403751373291016,0.639644205570221,0.3704007863998413,6.030627616388732e-06
Position0,NIR,3.7537262439727783,0.02871876396238804,15.418342590332031,0.6390224695205688,0.3700692653656006,8.502338305166378e-05
Position0,NIR,3.705655813217163,0.027960093691945076,15.534614562988281,0.6417851448059082,0.36867162585258484,1.5684310920695624e-06
Position0,NIR,3.713104009628296,0.027766088023781776,15.564852714538574,0.6424580812454224,0.36851009726524353,1.193694626745647e-05
Position0,NIR,3.705303192138672,0.027558615431189537,15.597427368164062,0.6426573395729065,0.368977427482605,1.1607772504784383e-05
Position0,NIR,3.6536757946014404,0.027257639914751053,15.64511775970459,0.6435549855232239,0.3630514144897461,1.0403562601831416e-06
Position0,NIR,3.688490390777588,0.027890706434845924,15.545405387878418,0.642754316329956,0.3678703010082245,1.0536648216547505e-06
Position0,NIR,3.6744003295898438,0.02774210274219513,15.568607330322266,0.6426327228546143,0.3669375777244568,3.014297892648017e-07
Position0,NIR,3.6371636390686035,0.02717481553554535,15.658334732055664,0.6449568271636963,0.35816052556037903,5.8220043940198155e-06
Position0,NIR,3.644569158554077,0.02753371372818947,15.60135269165039,0.6445996761322021,0.3633745312690735,4.747024409250487e-06
Position0,NIR,3.63974928855896,0.02732319012284279,15.634685516357422,0.6450088620185852,0.35870158672332764,2.9260604965302816e-05
Position0,NIR,3.6182479858398438,0.026641642674803734,15.744390487670898,0.6452347040176392,0.3575740456581116,1.305756471333113e-06
Position0,NIR,3.6425583362579346,0.02764039859175682,15.584556579589844,0.6445670127868652,0.3632618188858032,1.783997349848101e-05
Position0,NIR,3.6617143154144287,0.027765952050685883,15.564874649047852,0.6415553689002991,0.36458003520965576,6.750742619320016e-07
Position0,NIR,3.6350269317626953,0.026993345469236374,15.687433242797852,0.6438963413238525,0.359252393245697,3.4009860009542522e-06
Position0,NIR,3.6403305530548096,0.027814174070954323,15.55733871459961,0.6420127153396606,0.36124518513679504,3.44697519267384e-07
Position0,NIR,3.621094226837158,0.02786414325237274,15.549543380737305,0.6409131288528442,0.3639511466026306,2.2012048979747414e-06
Position0,NIR,3.633197069168091,0.02739577740430832,15.623164176940918,0.6422474384307861,0.3584824502468109,2.098799164303557e-05
