position,scene,AE,MSE,PSNR,SSIM,LPIPS,FID,PSNR_2,SSIM_2
Position1,VNIR,6.4649400711,0.0048213452,23.1683177948,0.8397830129,0.1043516397,4.11528162658215E-06,24.7666072845,0.9176034927
Position1,VNIR,6.3883633614,0.0047958829,23.1913146973,0.8419420123,0.1024084985,1.00680626928806E-05,24.7824707031,0.9179873466
Position1,VNIR,6.3632125854,0.0048274701,23.1628036499,0.8427668214,0.1006010324,6.33392482995987E-06,24.7365341187,0.9174380302
Position1,VNIR,6.3123874664,0.0048298249,23.1606864929,0.8455405235,0.0989314765,4.79631125926971E-07,24.735212326,0.9186825156
Position1,VNIR,6.3512268066,0.0048909024,23.1061096191,0.8446279764,0.1003896892,1.09896063804626E-07,24.688337326,0.9184393883
Position1,VNIR,6.4859514236,0.0050258446,22.987909317,0.842215836,0.0999121368,1.12177804112434E-06,24.5587310791,0.9180988073
Position1,VNIR,6.5989761353,0.0051483973,22.8832798004,0.8385174274,0.1016284451,6.6123902797699E-08,24.4393959045,0.9176070094
Position1,VNIR,6.6524157524,0.0051924507,22.8462772369,0.8378499746,0.1009229571,1.91526487469673E-06,24.399805069,0.9172214866
Position1,VNIR,6.6859765053,0.0053091487,22.7497501373,0.8358572721,0.1004553363,8.70786607265472E-07,24.2963867188,0.9163745046
Position1,VNIR,6.8131089211,0.0054458515,22.6393413544,0.8312823772,0.1022830233,1.11458357423544E-05,24.1781349182,0.9155134559
Position1,VNIR,6.8883285522,0.005562108,22.5476074219,0.8288344741,0.1029810235,4.38187271356583E-06,24.078125,0.9148470759
Position1,VNIR,6.8609237671,0.0055196723,22.5808677673,0.8287866712,0.104540959,0.000018788,24.113576889,0.9143314958
Position1,VNIR,6.8669662476,0.0054990845,22.5970954895,0.8260835409,0.1060210466,0.0001209702,24.1250991821,0.9123623371
Position1,VNIR,6.873647213,0.0054226704,22.657869339,0.8242847919,0.1090834141,1.48080289363861E-06,24.1932220459,0.9114266634
Position1,VNIR,6.8776931763,0.0053527877,22.7141990662,0.8246129751,0.1107610688,2.12527811527252E-06,24.2462882996,0.9121694565
Position1,VNIR,7.0116782188,0.0053805448,22.6917381287,0.8225038052,0.111303702,3.06782312691212E-05,24.2163562775,0.9128482342
Position1,VNIR,7.1438889503,0.0053839856,22.6889610291,0.8217040896,0.1127669737,1.55062880367041E-05,24.2111186981,0.9121582508
Position1,VNIR,7.3413009644,0.0053647868,22.7044754028,0.8197954297,0.1122693717,0.0000022,24.2136802673,0.9128254652
Position1,VNIR,7.280482769,0.005354072,22.7131576538,0.8198816776,0.114031367,2.27056443691254E-06,24.2325687408,0.9134391546
Position1,VNIR,7.1663451195,0.0054099793,22.6680450439,0.8185027242,0.1167480499,3.44309955835342E-06,24.1858520508,0.9119536281
Position1,VNIR,7.1712388992,0.005379485,22.6925926208,0.8175290227,0.1160836965,3.01282852888107E-07,24.2035503387,0.9121899009
Position1,VNIR,7.172703743,0.0053556697,22.7118644714,0.8182826042,0.1146395504,2.13878229260445E-06,24.2340450287,0.9129934907
Position1,VNIR,7.1995363235,0.0053503653,22.7161636353,0.818546176,0.1140186712,5.63729554414749E-06,24.2384872437,0.9134882689
Position1,VNIR,7.2427978516,0.0053935349,22.6812648773,0.8172152638,0.1135877594,3.34926880896091E-06,24.1988658905,0.9131082296
Position1,VNIR,7.2427172661,0.005430832,22.6513366699,0.8169890046,0.1129398793,4.39560972154141E-06,24.178030014,0.9138539433
Position1,VNIR,7.3125123978,0.0055238781,22.5775604248,0.8162524104,0.1135752797,4.64171171188355E-06,24.1029167175,0.9134464264
Position1,VNIR,7.3090410233,0.0054657073,22.6235370636,0.8157120347,0.1131209508,9.8017044365406E-06,24.1453151703,0.9128481746
Position1,VNIR,7.3001465797,0.0054664453,22.6229496002,0.8158921599,0.113262631,6.05778768658638E-06,24.1433410645,0.9132231474
Position1,VNIR,7.2929916382,0.0054944665,22.6007461548,0.8156577349,0.113012746,1.70636922121048E-05,24.1202850342,0.9134010673
Position1,VNIR,7.3217177391,0.0054066298,22.6707344055,0.816034615,0.1123684198,5.18234446644783E-06,24.1914863586,0.9142349362
Position1,VNIR,7.2439875603,0.0053955731,22.6796245575,0.8168962002,0.1123646423,2.15538311749697E-05,24.2018909454,0.9145309925
Position1,VNIR,7.2320799828,0.0053965063,22.6788730621,0.8174324632,0.1135763675,1.57598406076431E-05,24.2028331757,0.9147279859
Position1,VNIR,7.2938232422,0.0053894958,22.6845188141,0.8171243072,0.1115850657,1.38166360557079E-05,24.2186450958,0.9152961373
Position1,VNIR,7.2253074646,0.0053250804,22.7367401123,0.8185604215,0.109937422,9.19378362596035E-06,24.2702503204,0.9153440595
Position1,VNIR,7.1255679131,0.0052177599,22.8251609802,0.8205316663,0.1076364294,7.03288242220879E-06,24.3618755341,0.9166169167
Position1,VNIR,7.1927108765,0.0052652648,22.7857990265,0.8183703423,0.1085885465,3.43425199389458E-06,24.3194103241,0.9151663184
Position1,VNIR,7.1696953773,0.0052152579,22.8272438049,0.8190065622,0.1055119708,2.9394868761301E-06,24.3578224182,0.9163136482
Position1,VNIR,7.1646003723,0.0052896412,22.7657394409,0.8184864521,0.1066578254,6.44475221633911E-07,24.3005542755,0.9161512852
Position1,VNIR,7.219707489,0.0053426763,22.7224121094,0.8184350729,0.1063683257,1.27963721752167E-06,24.2506046295,0.9160631895
Position1,VNIR,7.2833909988,0.0055025602,22.5943527222,0.8166998029,0.1071995273,2.18860805034637E-06,24.1215248108,0.9158246517
Position1,VNIR,7.2862887383,0.0054607512,22.6274757385,0.818202734,0.1055280715,3.16440127789974E-06,24.1627082825,0.9174997807
Position1,VNIR,7.3559975624,0.005376088,22.6953353882,0.8188720345,0.1034237817,5.26988878846169E-06,24.2222099304,0.9182953238
Position1,VNIR,7.3464903831,0.0053838342,22.6890830994,0.8194153309,0.1041792557,4.41051088273525E-06,24.225233078,0.9192215204
Position1,VNIR,7.325232029,0.0052909278,22.7646827698,0.8197258711,0.1034526899,5.01424074172974E-06,24.30286026,0.9195144773
Position1,VNIR,7.4107232094,0.0054505523,22.6355953217,0.8165535927,0.1016086936,3.45637090504169E-06,24.1725463867,0.9183307886
Position1,VNIR,7.3441314697,0.0054484014,22.6373081207,0.8168253899,0.1017033234,4.41190786659718E-06,24.1806697845,0.9184305072
Position1,VNIR,7.3129816055,0.0054364055,22.6468830109,0.8179285526,0.1007277071,1.56974419951439E-06,24.1845283508,0.9185343981
Position1,VNIR,7.3733153343,0.0054551461,22.6319351196,0.8173485398,0.1026594043,1.51153653860092E-05,24.1719207764,0.9195803404
Position1,VNIR,7.2734818459,0.0053908085,22.6834640503,0.8191437721,0.1002017632,2.26427800953388E-06,24.2215824127,0.9195007086
Position1,VNIR,7.2965011597,0.0054284539,22.6532382965,0.8185593486,0.100721918,1.07502564787865E-05,24.1916255951,0.9202412367
Position1,VNIR,7.2446060181,0.0054276227,22.6539039612,0.8189513683,0.0999173298,4.7655776143074E-06,24.1902389526,0.9202793241
Position1,VNIR,7.3198671341,0.0054662898,22.6230735779,0.8182369471,0.0984646529,4.43309545516968E-07,24.1671924591,0.9206269979
Position1,VNIR,7.3568053246,0.0055694273,22.5418949127,0.8166409135,0.1001494378,1.23493373394012E-06,24.0867385864,0.9205800295
Position1,VNIR,7.3713264465,0.0054898686,22.6043815613,0.8167761564,0.0981248766,7.1206595748663E-06,24.150598526,0.921688199
Position1,VNIR,7.4219026566,0.0054466417,22.6387119293,0.8171435595,0.0977289677,0.000011039,24.1831970215,0.9219463468
Position1,VNIR,7.437915802,0.0054109022,22.6673030853,0.8180963993,0.0969956592,2.12481245398521E-06,24.2100448608,0.9228602052
Position1,VNIR,7.4211244583,0.0053230799,22.7383708954,0.8188655376,0.0966531858,7.03148543834686E-07,24.2811222076,0.9241216779
Position1,VNIR,7.4517235756,0.0053890296,22.6848964691,0.8182075024,0.0974718183,5.09363599121571E-06,24.2275524139,0.9242025614
Position1,VNIR,7.3757743835,0.0053526447,22.7143173218,0.8209278584,0.0958501622,1.88411213457584E-05,24.2542552948,0.9253358245
Position1,VNIR,7.3078203201,0.0053345426,22.7290267944,0.8224269748,0.0958559811,2.24285759031773E-06,24.2697105408,0.9253092408
Position1,VNIR,7.2317886353,0.0053142328,22.7455940247,0.8233409524,0.0943475515,1.19092874228954E-05,24.2932987213,0.9257153273
Position1,VNIR,7.2734603882,0.0052845185,22.769947052,0.8227891326,0.0925146937,5.10364770889282E-07,24.3215904236,0.9257873297
Position1,VNIR,7.2233657837,0.0052211252,22.8223609924,0.8251804113,0.0924730822,7.21821561455727E-06,24.3753261566,0.9269195199
Position1,VNIR,7.094830513,0.005156551,22.8764076233,0.826854527,0.0916198641,0.000014988,24.4408321381,0.9271554947
Position1,VNIR,7.0372467041,0.005067721,22.9518718719,0.8285611868,0.0901675746,2.11130827665329E-06,24.5179958344,0.9275427461
Position1,VNIR,7.0381455421,0.0049574506,23.047416687,0.8287711143,0.0868562832,0.000001359,24.6123275757,0.9291090369
Position1,VNIR,6.9576659203,0.0049515418,23.0525970459,0.8297036886,0.0870066136,2.90269963443279E-06,24.6151161194,0.9293479919
Position1,VNIR,6.9184603691,0.0049056113,23.0930690765,0.8300762773,0.0851063281,3.18093225359917E-06,24.6596717834,0.9290258884
Position1,VNIR,6.9501833916,0.0048908591,23.1061477661,0.8287376165,0.0846869498,1.30552798509598E-05,24.6764259338,0.9294356704
Position1,VNIR,6.8320884705,0.0048189573,23.1704692841,0.8316585422,0.0814914703,3.42028215527534E-06,24.7463703156,0.93020612
Position1,VNIR,6.7771897316,0.0048506791,23.1419754028,0.8312510848,0.0813007355,1.16780865937471E-05,24.7102012634,0.9298976064
Position1,VNIR,6.7322120667,0.0048221792,23.1675682068,0.8327727318,0.0823136196,7.18887895345688E-06,24.7343482971,0.9300820827
Position1,VNIR,6.6285452843,0.0046891593,23.2890510559,0.835246861,0.0801359266,3.60631383955479E-06,24.8509597778,0.9315516353
Position1,VNIR,6.6344542503,0.0046556937,23.3201560974,0.8368715644,0.079917565,1.23619101941586E-05,24.88306427,0.9323063493
Position1,VNIR,6.6357645988,0.0045808167,23.3905715942,0.836114347,0.0796656981,3.9949081838131E-06,24.9593830109,0.9320840836
Position1,VNIR,6.6692032814,0.0044892719,23.4782409668,0.8378100991,0.077834323,4.21865843236446E-06,25.0453491211,0.9332294464
Position1,VNIR,6.6652259827,0.0044789715,23.4882183075,0.8383201957,0.077190347,7.34813511371613E-06,25.0535736084,0.9331461787
Position1,VNIR,6.5858721733,0.0043400051,23.6250991821,0.8415580392,0.0765936226,1.00117176771164E-07,25.1944656372,0.9333238006
Position1,VNIR,6.6082320213,0.0043968395,23.5685939789,0.8399707675,0.0787010267,7.74790532886982E-06,25.1407051086,0.9321922064
Position1,VNIR,6.6703028679,0.0043699839,23.5952014923,0.8404060006,0.0777809471,5.45219518244267E-06,25.1705379486,0.9334498048
Position1,VNIR,6.6981048584,0.0042781364,23.687456131,0.8408935666,0.0764840394,9.95351001620293E-07,25.2551765442,0.9334682822
Position1,VNIR,6.7077202797,0.0041767871,23.7915763855,0.8418285251,0.0752902329,1.10152177512646E-06,25.3585700989,0.9353048801
Position1,VNIR,6.7756056786,0.0041149496,23.8563556671,0.8419989944,0.0758723021,4.80469316244125E-06,25.4129905701,0.9358504415
Position1,VNIR,6.7490067482,0.0040610223,23.913646698,0.8433198929,0.075969182,8.61147418618202E-06,25.4752063751,0.9360093474
Position1,VNIR,6.8238763809,0.0040216013,23.9560108185,0.8429479003,0.0744283572,8.00145789980888E-06,25.5153312683,0.9360101819
Position1,VNIR,6.915096283,0.0039569321,24.0264129639,0.8429484367,0.0736489445,5.43473288416863E-06,25.5865821838,0.9372726679
Position1,VNIR,6.9300551414,0.0039303703,24.0556640625,0.8424648643,0.0730136111,7.32485204935074E-07,25.6086368561,0.937558651
Position1,VNIR,7.0557770729,0.0039444198,24.0401687622,0.8414405584,0.0743403658,5.47152012586594E-08,25.5923309326,0.9373416901
Position1,VNIR,7.2492775917,0.0039267153,24.0597057343,0.8376538157,0.0736016631,2.82656401395798E-06,25.6144809723,0.9373049736
Position1,VNIR,7.3053178787,0.0039424212,24.0423698425,0.8353737593,0.0748449937,1.18366442620754E-05,25.6001968384,0.9369513988
Position1,VNIR,7.229133606,0.0039933352,23.9866428375,0.8351682425,0.0760377869,6.13764859735966E-06,25.5456352234,0.9364829063
Position1,VNIR,7.2162132263,0.0039937189,23.9862270355,0.8368886113,0.0758892,1.62438955157995E-05,25.5462665558,0.9355838299
Position1,VNIR,7.1724267006,0.0039615682,24.0213298798,0.837215364,0.0764023215,6.84522092342377E-08,25.5837287903,0.9357344508
Position1,VNIR,7.0511231422,0.0039036244,24.085319519,0.839577198,0.0764157698,1.23516656458378E-06,25.6580944061,0.9355227947
Position1,VNIR,7.096019268,0.0039218268,24.0651168823,0.8365226984,0.0761585981,2.89115123450756E-05,25.6390209198,0.9345611334
Position1,VNIR,7.2420592308,0.0038858119,24.1051826477,0.8348418474,0.0769222006,6.14440068602562E-07,25.6851043701,0.934197247
Position1,VNIR,7.3489136696,0.003914549,24.0731830597,0.8342862725,0.0765061453,0.000003604,25.6501102448,0.933760941
Position1,VNIR,7.3757243156,0.0038810847,24.1104698181,0.8334086537,0.0759589002,8.42893496155739E-06,25.6923656464,0.9343025684
Position1,VNIR,7.3372206688,0.0038919412,24.0983371735,0.8343257904,0.0772866756,1.45765952765942E-05,25.6831169128,0.9341197014
Position1,VNIR,7.3334717751,0.0038952606,24.0946350098,0.8355229497,0.0764076486,1.90781429409981E-06,25.6734428406,0.9336678982
Position1,VNIR,7.3643126488,0.0038642096,24.1293945313,0.8353328109,0.0777915269,1.39374751597643E-05,25.714099884,0.9344893694
Position1,VNIR,7.4015831947,0.0038821127,24.1093215942,0.8356255889,0.0778580159,2.63657420873642E-06,25.6859283447,0.9339061975
Position1,VNIR,7.4012613297,0.0039244988,24.0621585846,0.8347836137,0.0790123641,1.6277190297842E-06,25.6394386292,0.9336307049
Position1,VNIR,7.2825212479,0.0039470326,24.0372943878,0.8352950811,0.0796293914,1.16706360131502E-05,25.6139850616,0.9324988127
Position1,VNIR,7.2506508827,0.0039428296,24.0419197083,0.8352462649,0.0805401802,1.35391019284725E-06,25.621011734,0.9326511025
Position1,VNIR,7.2508225441,0.004017496,23.9604473114,0.833530724,0.0823767185,1.99791975319386E-05,25.5323066711,0.9312037826
Position1,VNIR,7.1622385979,0.0040224809,23.9550590515,0.8348710537,0.0825735629,1.80327333509922E-06,25.5313854218,0.93124789
Position1,VNIR,7.2284502983,0.0040288516,23.9481887817,0.8330726027,0.082906574,5.9627927839756E-07,25.5275268555,0.9310389161
Position1,VNIR,7.2275362015,0.003991968,23.9881305695,0.8326380849,0.0831965506,4.94089908897877E-06,25.56873703,0.9307531118
Position1,VNIR,7.2368865013,0.0039856583,23.9950008392,0.8329240084,0.0838468373,7.64965079724789E-06,25.5825710297,0.9308159947
Position1,VNIR,7.3184585571,0.0040333453,23.9433479309,0.8317191601,0.0818269774,1.27684324979782E-06,25.526304245,0.9314932227
Position1,VNIR,7.2857728004,0.003996904,23.9827632904,0.8329767585,0.0817562863,3.05753201246262E-06,25.5671672821,0.9314336181
Position1,VNIR,7.3291521072,0.0040372387,23.9391555786,0.8310237527,0.0825532228,3.71015630662441E-06,25.5172252655,0.9310920835
Position1,VNIR,7.3575510979,0.0040068519,23.9719676971,0.8310448527,0.0827420652,5.49154356122017E-06,25.5496883392,0.9304848313
Position1,VNIR,7.3421702385,0.0040359413,23.9405517578,0.8304377794,0.0837070644,2.68151052296162E-06,25.5155982971,0.9299613833
Position1,VNIR,7.3725509644,0.0040234327,23.9540328979,0.8297199011,0.0838722736,7.55139626562595E-06,25.5277137756,0.9295063615
Position1,VNIR,7.324403286,0.0040213405,23.9562911987,0.8298382759,0.0836230814,3.11760231852531E-07,25.5278625488,0.9294395447
Position1,VNIR,7.4465723038,0.0039984225,23.9811134338,0.8296049237,0.0843865126,9.00821760296822E-07,25.5514812469,0.9282000065
Position1,VNIR,7.4779558182,0.0040207556,23.9569244385,0.8285666108,0.0868554339,2.1117739379406E-07,25.5238819122,0.9272739291
Position1,VNIR,7.4991440773,0.0040062279,23.9726448059,0.8277568221,0.0867584646,1.03679485619068E-06,25.5325431824,0.9267833829
Position1,VNIR,7.4583587646,0.0040459102,23.9298400879,0.8264995217,0.089069739,1.67451798915863E-06,25.4853782654,0.9268724322
Position1,VNIR,7.4428286552,0.0040072221,23.9715671539,0.8269695044,0.0891758054,5.47617673873901E-06,25.5259094238,0.9268591404
Position1,VNIR,7.3877410889,0.0040118182,23.966588974,0.8274027705,0.0895227119,3.48826870322227E-06,25.5136299133,0.9254892468
Position1,VNIR,7.4239249229,0.0039405692,24.0444107056,0.8265935183,0.0894569382,2.06544063985348E-06,25.5941944122,0.9256465435
Position1,VNIR,7.3898024559,0.0039769155,24.0045375824,0.8260580897,0.0915310383,0.000001315,25.5515956879,0.9254919291
Position1,VNIR,7.3736114502,0.0039191018,24.0681362152,0.8260800838,0.0924156457,2.38621141761541E-05,25.6156253815,0.9246903062
Position1,VNIR,7.3936448097,0.0039647487,24.0178451538,0.8260313869,0.0943772495,5.9646787121892E-05,25.5563545227,0.923166573
Position1,VNIR,7.4691286087,0.0039552976,24.0282096863,0.8253983855,0.0937030092,4.59861475974321E-05,25.5657596588,0.9224630594
Position1,VNIR,7.4499239922,0.0039502983,24.033700943,0.8271514773,0.0955841765,2.44937837123871E-06,25.5673980713,0.923325479
Position1,VNIR,7.387799263,0.0040199799,23.9577636719,0.8269806504,0.0969930738,2.77075450867414E-05,25.4762058258,0.9222399592
Position1,VNIR,7.4498720169,0.0040555252,23.9195289612,0.8257663846,0.098697044,2.56120692938566E-05,25.4347572327,0.9210245609
Position1,VNIR,7.3020567894,0.0040171663,23.9608020782,0.8273619413,0.099497214,2.16355547308922E-05,25.4799728394,0.920175612
Position1,VNIR,7.2018675804,0.0040036151,23.9754772186,0.8295404911,0.1003804803,7.27595761418343E-07,25.4854202271,0.9198431373
Position1,VNIR,7.2249512672,0.004025829,23.9514503479,0.8305754662,0.0988810658,3.20374965667725E-07,25.457321167,0.9182876348
Position1,VNIR,7.1099824905,0.0040779454,23.8955860138,0.8314854503,0.1015182957,8.00518319010735E-06,25.3999214172,0.9177252054
Position1,VNIR,7.0087723732,0.004062925,23.911611557,0.8338881731,0.1018282846,6.55511394143105E-06,25.4115848541,0.9174237847
Position1,VNIR,6.8302330971,0.0041224016,23.8484973907,0.8355816007,0.1051086783,9.75187867879868E-06,25.3439292908,0.916020453
Position1,VNIR,6.7549409866,0.0042073308,23.7599334717,0.8343821168,0.1064409018,1.15972943603992E-06,25.245716095,0.9154381752
Position1,VNIR,6.671875,0.0041871332,23.7808322906,0.8352960944,0.1075775996,2.31873709708452E-05,25.2637786865,0.9157640934
Position1,VNIR,6.5841202736,0.0042987145,23.6666126251,0.8357304931,0.1085021421,1.17137096822262E-06,25.1454811096,0.9143466949
Position1,VNIR,6.4467482567,0.0043079015,23.6573429108,0.8365299106,0.1099187583,4.34345565736294E-06,25.1355571747,0.9133746028
Position1,VNIR,6.3291754723,0.0043201479,23.6450157166,0.8362829685,0.1100257412,0.000007842,25.1256103516,0.9119216204
Position1,VNIR,6.2607073784,0.0043258425,23.6392936707,0.8364523649,0.1108312905,1.17544550448656E-05,25.1169872284,0.911209166
Position1,VNIR,6.1791539192,0.0043289401,23.6361846924,0.8372523785,0.1111359298,1.14522408694029E-05,25.109085083,0.9105781317
Position1,VNIR,6.1196541786,0.004255326,23.7106704712,0.8369119763,0.1110797971,1.67405232787132E-07,25.1830463409,0.9104665518
Position1,VNIR,5.9888701439,0.0042618904,23.7039775848,0.8371514678,0.1122488752,2.1057203412056E-06,25.1783256531,0.9099340439
Position1,VNIR,5.8794488907,0.0042438987,23.7223510742,0.8378615379,0.1159390062,1.34576112031937E-06,25.1982593536,0.9098167419
Position1,VNIR,5.9505867958,0.0043049683,23.6603012085,0.8360420465,0.1178543419,1.51265412569046E-05,25.1314811707,0.9084495306
Position1,VNIR,6.1247286797,0.0043902281,23.5751304626,0.8310227394,0.1190236583,8.43312591314316E-07,25.0384864807,0.9075616002
Position1,VNIR,6.3427443504,0.0044702371,23.4966945648,0.8269306421,0.1235415936,3.93670052289963E-06,24.9554347992,0.9056618214
Position1,VNIR,6.4901976585,0.0045057158,23.4623622894,0.8254273534,0.1243318021,0.000000634,24.9154777527,0.9053444862
Position1,VNIR,6.4947052002,0.0045398911,23.4295463562,0.8252886534,0.1247197539,4.28827479481697E-06,24.8794174194,0.9053477049
Position1,VNIR,6.5037765503,0.0046820124,23.2956771851,0.8248353601,0.1267998964,2.26846896111965E-06,24.7393989563,0.9042030573
Position1,VNIR,6.5229949951,0.0047872937,23.1991004944,0.82444489,0.1257219017,1.87265686690807E-06,24.6382026672,0.9044021964
Position1,VNIR,6.4840407372,0.0048545431,23.1385154724,0.8246743679,0.1270024329,1.53109431266785E-06,24.5761489868,0.9037566185
Position1,VNIR,6.5451388359,0.004856382,23.1368732452,0.8249789476,0.1255583018,5.0815287977457E-06,24.5713825226,0.9041419625
Position1,VNIR,6.6106276512,0.0048335958,23.1572990417,0.8241286874,0.1244226694,3.83884180337191E-05,24.5969676971,0.9045698047
Position1,VNIR,6.6317186356,0.00478053,23.2052402496,0.8237018585,0.1247048974,4.32769302278757E-05,24.6461715698,0.9041759372
Position1,VNIR,6.6604180336,0.0048001413,23.187461853,0.8230773807,0.1238273606,3.16905789077282E-05,24.6250076294,0.9045683146
Position1,VNIR,6.6849951744,0.0048839869,23.1122570038,0.8222482204,0.1236480847,0.000000987,24.5452651978,0.904607296
Position1,VNIR,6.7563958168,0.0047585657,23.2252388,0.8220672607,0.1228395477,2.25170515477657E-06,24.66132164,0.9053741097
Position1,VNIR,6.7753601074,0.0047883065,23.1981811523,0.8219786286,0.1222657785,5.76116144657135E-06,24.631483078,0.9052767158
Position1,VNIR,6.8317427635,0.0047410573,23.2412490845,0.8220050931,0.1199414879,1.47384125739336E-05,24.6758098602,0.9059146047
Position1,VNIR,6.8800797462,0.0047091171,23.2706069946,0.8212903738,0.1200303584,0.000001871,24.7079868317,0.9063460231
Position1,VNIR,6.8800377846,0.0047019627,23.2772083282,0.8216032386,0.1196681857,8.733244612813E-06,24.7139148712,0.9058691859
Position1,VNIR,6.863055706,0.004766074,23.2183933258,0.8215854168,0.1187963635,3.05939465761185E-07,24.6536407471,0.9056933522
Position1,VNIR,6.7838273048,0.0046785292,23.2989082336,0.8228440285,0.1189547405,3.73763032257557E-06,24.7374382019,0.9062265754
Position1,VNIR,6.7845001221,0.0046665585,23.3100337982,0.8232687712,0.1184473336,4.50017396360636E-05,24.7499885559,0.9062075615
Position1,VNIR,6.8339509964,0.0047044684,23.2748947144,0.822508812,0.119936116,1.20825134217739E-05,24.7145347595,0.9060646296
Position1,VNIR,6.7815356255,0.0046348209,23.3396720886,0.8229967356,0.1195477098,3.1711533665657E-05,24.7830848694,0.905950129
Position1,VNIR,6.7550110817,0.0046243733,23.3494720459,0.8232873082,0.1196090803,5.84241934120655E-06,24.7911491394,0.9062110186
Position1,VNIR,6.723344326,0.0046871048,23.2909545898,0.8238064647,0.1183381379,1.39174517244101E-05,24.7301273346,0.9060477614
Position1,VNIR,6.7258834839,0.0045913714,23.3805751801,0.8251940012,0.1184535772,3.01138497889042E-05,24.821521759,0.9072012305
Position1,VNIR,6.7103362083,0.004615786,23.3575439453,0.8248773217,0.1172813401,0.000020992,24.7987747192,0.9066314101
Position1,VNIR,6.6836180687,0.0046860091,23.2919692993,0.8237816691,0.1180991977,2.2804131731391E-05,24.7293586731,0.9062432051
Position1,VNIR,6.638358593,0.0046241782,23.3496551514,0.8251296282,0.1172281876,0.000001546,24.7936859131,0.9065693617
Position1,VNIR,6.6812577248,0.0046852306,23.2926921844,0.8234124184,0.1181765422,2.30881851166487E-05,24.7325172424,0.9058428407
Position1,VNIR,6.6723361015,0.0047116172,23.2683010101,0.823189795,0.1188676506,1.53915025293827E-05,24.7116279602,0.9065307379
Position1,VNIR,6.6530432701,0.0046675242,23.309135437,0.8243283629,0.1177969724,2.40833032876253E-05,24.7554035187,0.9066113234
Position1,VNIR,6.6176729202,0.0047004074,23.2786445618,0.8243785501,0.1184905991,1.69486738741398E-05,24.7240829468,0.9063439965
Position1,VNIR,6.603038311,0.0046705692,23.3063011169,0.8251196742,0.1193259209,6.4801424741745E-06,24.7541236877,0.9066247344
Position1,VNIR,6.5494980812,0.0046472349,23.3280544281,0.8268262744,0.1181402728,7.87386670708656E-06,24.7776412964,0.9071865082
Position1,VNIR,6.5179491043,0.0046877009,23.2904014587,0.8269257545,0.1186699197,7.28340819478035E-06,24.7372207642,0.9069550037
Position1,VNIR,6.5021395683,0.004610904,23.3621406555,0.8278111219,0.1193246618,1.30082480609417E-06,24.811668396,0.9078773856
Position1,VNIR,6.483502388,0.0046276879,23.3463592529,0.8274363875,0.1184081361,1.97463668882847E-06,24.7956752777,0.9071904421
Position1,VNIR,6.4798674583,0.0046666339,23.3099632263,0.826988101,0.119499512,9.26689244806767E-06,24.7578907013,0.9063407183
Position1,VNIR,6.433784008,0.0045341123,23.4350776672,0.8281396031,0.1200736314,9.60659235715866E-07,24.8901958466,0.9064870477
Position1,VNIR,6.4202132225,0.0045272182,23.4416866302,0.8287331462,0.1215230376,2.12574377655983E-07,24.8960151672,0.9070366621
Position1,VNIR,6.4309883118,0.0044964631,23.4712905884,0.8286325336,0.1226442605,2.16276384890079E-06,24.9284973145,0.9068104029
Position1,VNIR,6.4339737892,0.0044960426,23.4716968536,0.8284851313,0.1223995835,5.71133568882942E-06,24.9301643372,0.9065770507
Position1,VNIR,6.4182777405,0.0045350064,23.4342212677,0.8281671405,0.1221714541,2.64730770140886E-05,24.8925476074,0.9060914516
Position1,VNIR,6.4280047417,0.0045082164,23.4599514008,0.8282010555,0.1222141087,1.42862554639578E-05,24.9207649231,0.9058567286
Position1,VNIR,6.4323744774,0.0045629423,23.4075508118,0.8275470138,0.1220539808,1.11062545329332E-05,24.8621921539,0.9060134888
Position1,VNIR,6.4367189407,0.0045129834,23.4553623199,0.8287466168,0.121999383,4.59374859929085E-07,24.9125938416,0.9070506096
Position1,VNIR,6.4598984718,0.0044995202,23.46833992,0.828099072,0.1215620786,4.31318767368794E-06,24.9271678925,0.9062328935
Position1,VNIR,6.4297943115,0.0044785705,23.4886074066,0.8285354376,0.1230460554,1.23004429042339E-05,24.9484176636,0.9064630866
Position1,VNIR,6.4349093437,0.0045708767,23.4000034332,0.8283951283,0.122978799,1.06832012534142E-05,24.8542823792,0.9062708616
Position1,VNIR,6.4497170448,0.0046124193,23.3607139587,0.8277496696,0.1228971705,1.93563755601645E-05,24.8134403229,0.9062138796
Position1,VNIR,6.4085650444,0.0045310897,23.4379749298,0.8285945058,0.1206738353,1.35251320898533E-06,24.8967285156,0.9063401222
Position1,VNIR,6.4015269279,0.0045613721,23.4090461731,0.82831043,0.1211294457,3.53739596903324E-06,24.8677101135,0.9059747458
Position1,VNIR,6.4012541771,0.0045107282,23.45753479,0.8293016553,0.1205951497,8.49412754178047E-06,24.9205951691,0.906576395
Position1,VNIR,6.3992810249,0.0045129838,23.4553623199,0.8295173049,0.1201485023,2.93552875518799E-06,24.9163036346,0.9065067768
Position1,VNIR,6.4275712967,0.0045134011,23.4549617767,0.8294021487,0.1204507649,4.16743569076061E-06,24.9179859161,0.9066674709
Position1,VNIR,6.3846645355,0.0044678417,23.4990234375,0.8316531777,0.1174306944,0.000000878,24.9691772461,0.9077910781
Position1,VNIR,6.343943119,0.0044579622,23.5086364746,0.8312119246,0.1166846976,1.47148966789246E-07,24.9796466827,0.9072788954
