position,scene,AE,MSE,PSNR,SSIM,LPIPS,FID,PSNR_2,SSIM_2
Position2,VNIR,5.9866666794,0.0017922514,27.4660110474,0.8704718351,0.0889117867,1.65298115462065E-05,29.2409629822,0.9409245253
Position2,VNIR,5.9216036797,0.0018113514,27.4199714661,0.8717526793,0.0886185691,1.85777898877859E-05,29.2056007385,0.9404712319
Position2,VNIR,5.8907790184,0.0018241131,27.3894844055,0.8718372583,0.0915943384,2.28756107389927E-05,29.178478241,0.9404025078
Position2,VNIR,5.9233169556,0.0018514295,27.3249282837,0.8703946471,0.0878977031,1.27023085951805E-05,29.1047096252,0.9403054118
Position2,VNIR,5.997282505,0.0018505445,27.3270053864,0.8700398207,0.0882992893,1.67656689882278E-05,29.1309528351,0.9398822188
Position2,VNIR,6.0064177513,0.0018592335,27.3066616058,0.8696092367,0.0909198672,5.37373125553131E-06,29.1111545563,0.9397593737
Position2,VNIR,5.9596705437,0.0018737067,27.2729854584,0.8701259494,0.088495031,0.000009435,29.0682201385,0.940309763
Position2,VNIR,5.9705953598,0.0018762511,27.2670917511,0.8701285124,0.0857019126,1.22911296784878E-06,29.06275177,0.9405864477
Position2,VNIR,6.0534930229,0.0018659873,27.2909145355,0.8694646955,0.0876378119,2.31410376727581E-06,29.0709075928,0.9403598905
Position2,VNIR,5.9946475029,0.001818378,27.4031600952,0.8703582287,0.0845130011,3.49082984030247E-06,29.1898441315,0.9414150715
Position2,VNIR,5.9769144058,0.0017993527,27.4488372803,0.8705692887,0.0852649659,2.08676792681217E-05,29.2416229248,0.9419935942
Position2,VNIR,6.0276985168,0.0018038154,27.438079834,0.8706433773,0.0873011053,2.31619924306869E-06,29.2172050476,0.9422656894
Position2,VNIR,6.1114821434,0.001761836,27.5403442383,0.8716266751,0.0834052116,7.28270970284939E-06,29.3366603851,0.9434842467
Position2,VNIR,6.1078467369,0.0017505734,27.5681972504,0.87193048,0.0813434198,6.57839700579643E-06,29.3755912781,0.9435021877
Position2,VNIR,6.1158747673,0.0018018769,27.4427490234,0.8717487454,0.0842416286,1.62119977176189E-06,29.2277984619,0.9441161752
Position2,VNIR,6.1511487961,0.001731049,27.6169090271,0.8722400665,0.082658045,3.34461219608784E-06,29.4217853546,0.9448037744
Position2,VNIR,6.2480044365,0.001755529,27.5559215546,0.8704683185,0.0807776451,0.00000004,29.3587589264,0.9440716505
Position2,VNIR,6.3564424515,0.0017569383,27.5524349213,0.8707617521,0.0844910219,0.000000688,29.3540782928,0.9455996752
Position2,VNIR,6.4736495018,0.0018029939,27.4400596619,0.8698561192,0.0824758038,3.2433308660984E-06,29.231595993,0.9453305602
Position2,VNIR,6.5717759132,0.0018128644,27.4163475037,0.8694072962,0.0833310932,1.47381797432899E-06,29.1984577179,0.9456247687
Position2,VNIR,6.7067046165,0.0017958278,27.4573516846,0.8685261607,0.0856904238,1.12575944513083E-05,29.2280101776,0.9460008144
Position2,VNIR,6.7572450638,0.0017683709,27.5242652893,0.8680058122,0.0836771578,2.08055134862661E-05,29.2865657806,0.9456435442
Position2,VNIR,6.7985634804,0.0017656927,27.5308513641,0.8666303754,0.0876246989,1.86585821211338E-05,29.2928524017,0.9444833994
Position2,VNIR,6.8157625198,0.001685827,27.7318725586,0.8676186204,0.0888167098,2.05002725124359E-05,29.5075912476,0.9443471432
Position2,VNIR,6.8222961426,0.0016074957,27.938501358,0.8684979677,0.0867845416,5.41540794074535E-06,29.7216949463,0.9451916218
Position2,VNIR,6.8357863426,0.0015710349,28.0381412506,0.8693392277,0.0873521119,5.93159347772598E-06,29.8205471039,0.945448637
Position2,VNIR,6.9203767776,0.0015182426,28.1865901947,0.8696130514,0.0867393017,3.10642644762993E-06,29.9881267548,0.9461473823
Position2,VNIR,6.9389281273,0.0015248054,28.1678562164,0.8696534038,0.0856228396,1.34753063321114E-05,29.960483551,0.946551621
Position2,VNIR,6.9959559441,0.0016608494,27.7966995239,0.8676099181,0.0873908401,1.14692375063896E-06,29.5470428467,0.9450110793
Position2,VNIR,7.0442404747,0.0017515341,27.5658149719,0.8673152328,0.0866675377,6.88247382640839E-07,29.2952060699,0.9451032281
Position2,VNIR,7.0995912552,0.0017446677,27.5828723907,0.8666802049,0.0868732035,0,29.3117179871,0.9448180199
Position2,VNIR,7.0965614319,0.0017280271,27.6244945526,0.8668108582,0.0887041613,2.33575701713562E-06,29.3537902832,0.9444259405
Position2,VNIR,7.1295924187,0.0017126683,27.663269043,0.8659491539,0.0900661945,3.62750142812729E-07,29.404630661,0.9442582726
Position2,VNIR,7.1283488274,0.0017393065,27.5962409973,0.8665752411,0.0886123106,2.49301083385944E-05,29.3081054688,0.9444380999
Position2,VNIR,7.1382746696,0.0017204746,27.6435184479,0.865942657,0.0910462141,0.000022409,29.3659305573,0.9447603226
Position2,VNIR,7.1365647316,0.0016295636,27.8792877197,0.867392242,0.0922464356,4.44939360022545E-07,29.624420166,0.9450272322
Position2,VNIR,7.1340227127,0.0015154216,28.1946659088,0.868699789,0.0896419883,8.36793333292007E-07,29.960559845,0.9454683661
Position2,VNIR,7.125213623,0.0014799054,28.2976608276,0.8694252372,0.0897851661,2.54116021096706E-05,30.0713996887,0.9462003708
Position2,VNIR,7.0989565849,0.0014693533,28.3287391663,0.8705436587,0.0913217887,1.30757689476013E-06,30.099319458,0.945713222
Position2,VNIR,7.0433211327,0.0014655013,28.340139389,0.8712385297,0.087188378,0.000017439,30.114736557,0.9463571906
Position2,VNIR,7.0607275963,0.0014821708,28.2910175323,0.8702923656,0.089300625,1.47568061947823E-06,30.0495834351,0.9464979768
Position2,VNIR,6.9401202202,0.0015017559,28.2340068817,0.8712453246,0.089403674,5.20842149853706E-07,29.9841651917,0.9457708597
Position2,VNIR,6.9394645691,0.0015272454,28.1609134674,0.8712443709,0.0866166949,1.30617991089821E-07,29.9024105072,0.9462031126
Position2,VNIR,6.9077501297,0.0015463349,28.1069641113,0.871501565,0.0881842822,0.000000308,29.8362903595,0.9471337795
Position2,VNIR,6.8875718117,0.0015537813,28.086101532,0.8718521595,0.0889413729,4.83309850096703E-06,29.8028774261,0.9465956092
Position2,VNIR,6.8546557426,0.001530041,28.1529712677,0.8728198409,0.084574081,1.500453799963E-05,29.8800582886,0.9473167658
Position2,VNIR,6.8274712563,0.0015486045,28.1005954742,0.872864604,0.0865112245,8.39633867144585E-06,29.81407547,0.9468345642
Position2,VNIR,6.8044304848,0.0015783698,28.017911911,0.8726482391,0.0875822902,0.00001669,29.7297172546,0.9463989139
Position2,VNIR,6.7798447609,0.0015877284,27.9922370911,0.8729680181,0.0847838372,0.00000932,29.6984195709,0.946534276
Position2,VNIR,6.7698626518,0.0015980597,27.9640731812,0.8730052114,0.0880852193,2.52877362072468E-06,29.6708946228,0.9466128349
Position2,VNIR,6.7717242241,0.0015882145,27.9909095764,0.8730976582,0.0883540362,1.17812305688858E-06,29.6921081543,0.9460709691
Position2,VNIR,6.7791762352,0.0016055702,27.9437065125,0.8730123639,0.0860776901,2.96859070658684E-06,29.6496982574,0.945917666
Position2,VNIR,6.8452239037,0.001640672,27.8497810364,0.872138381,0.0908544585,0.000000149,29.5544624329,0.9456068277
Position2,VNIR,6.8335008621,0.0016684721,27.7768115997,0.8729011416,0.0895135999,3.46917659044266E-06,29.4677333832,0.9463664889
Position2,VNIR,6.7710542679,0.0016699773,27.7728939056,0.8728107214,0.0873244256,3.86917963624001E-06,29.4560317993,0.9463397861
Position2,VNIR,6.7546362877,0.0017024315,27.6893043518,0.8725655675,0.0891825557,8.16537067294121E-07,29.3807811737,0.9452348351
Position2,VNIR,6.7812590599,0.0017072785,27.6769561768,0.8724429607,0.0905042812,2.04029493033886E-06,29.3685932159,0.9449683428
Position2,VNIR,6.7792620659,0.0016924051,27.7149581909,0.8725038171,0.0886067823,3.31294722855091E-06,29.4201850891,0.9447503686
Position2,VNIR,6.8221940994,0.0016923863,27.7150058746,0.8718466759,0.0909067988,1.55158340930939E-06,29.4260368347,0.9448752403
Position2,VNIR,6.822883606,0.0017147219,27.6580638885,0.8712387085,0.0930311605,4.86848875880241E-07,29.3629627228,0.9446899891
Position2,VNIR,6.8066453934,0.0016959143,27.7059631348,0.8712536693,0.0905984119,1.94483436644077E-06,29.4136047363,0.9448930621
Position2,VNIR,6.7979660034,0.0017061115,27.6799278259,0.8706381917,0.0911803544,1.91619619727135E-07,29.3784999847,0.9446489811
Position2,VNIR,6.7918496132,0.0016943935,27.7098579407,0.8704347014,0.0915807188,8.39587301015854E-07,29.4047584534,0.9439153671
Position2,VNIR,6.8214373589,0.0016953263,27.7074661255,0.8697609901,0.0880358964,0.000000153,29.3939113617,0.9442809224
Position2,VNIR,6.7876162529,0.0016846983,27.7347793579,0.8701569438,0.0885782242,3.78652475774288E-06,29.4338226318,0.9445399642
Position2,VNIR,6.765604496,0.0016958828,27.7060413361,0.8693660498,0.0913911983,9.02684405446053E-07,29.3938369751,0.9441056252
Position2,VNIR,6.7488985062,0.0016836674,27.7374362946,0.869381249,0.0886695534,1.6059260815382E-05,29.4219493866,0.9440619349
Position2,VNIR,6.7484788895,0.0016928184,27.7138977051,0.8687912226,0.0890096202,4.00359276682138E-05,29.3965167999,0.9438329339
Position2,VNIR,6.7048449516,0.0017187058,27.6479873657,0.8684924841,0.0928648412,2.82246619462967E-05,29.3235874176,0.9432441592
Position2,VNIR,6.6555285454,0.0017280661,27.6243972778,0.8684934974,0.0896648169,8.09319317340851E-06,29.3070964813,0.9435739517
Position2,VNIR,6.639070034,0.0017546347,27.558134079,0.8678709269,0.0911753774,6.65127299726009E-06,29.247625351,0.9431246519
Position2,VNIR,6.6254553795,0.0018013242,27.4440841675,0.8667699695,0.0932343155,2.13272869586945E-06,29.1206283569,0.9428582788
Position2,VNIR,6.6795535088,0.0018505462,27.3270015717,0.8660899997,0.0895418823,1.07111409306526E-05,29.0198822021,0.9427258372
Position2,VNIR,6.6774802208,0.0018880733,27.2398109436,0.8661569953,0.0917469412,1.86816323548555E-05,28.9387397766,0.9424619675
Position2,VNIR,6.7222495079,0.0019240917,27.157743454,0.8648185134,0.0945852026,8.89343209564686E-06,28.8427238464,0.9417617321
Position2,VNIR,6.7709670067,0.0019717535,27.0514755249,0.8642679453,0.0922323018,2.23512761294842E-05,28.7249908447,0.9417808652
Position2,VNIR,6.7702403069,0.0019850135,27.0223636627,0.8636732101,0.0935450047,2.33547762036324E-05,28.69647789,0.9417732358
Position2,VNIR,6.8650016785,0.0020423448,26.8987102509,0.8613814712,0.0952822939,5.50644472241402E-07,28.5577411652,0.941057682
Position2,VNIR,6.8597331047,0.0020675268,26.845489502,0.8606051207,0.0915207267,0.000000583,28.4988937378,0.9413827658
Position2,VNIR,6.8464064598,0.0021051327,26.767206192,0.8592950702,0.0947115645,1.93738378584385E-06,28.4231758118,0.9402511716
Position2,VNIR,6.9053039551,0.0021174562,26.7418575287,0.8587581515,0.0966556445,3.79583798348904E-06,28.3871421814,0.9399635792
Position2,VNIR,6.9391222,0.0021055166,26.7664146423,0.8578982353,0.0934008807,1.00461766123772E-05,28.4076328278,0.9395748973
Position2,VNIR,7.0683517456,0.0020771162,26.8253936768,0.8569161892,0.0951238275,1.47044192999601E-05,28.4648113251,0.9398492575
Position2,VNIR,7.0724639893,0.0020155022,26.9561672211,0.8572456837,0.0976401865,1.16368755698204E-06,28.5965709686,0.9403631687
Position2,VNIR,7.1159930229,0.0019543869,27.0898933411,0.8577537537,0.0928740799,2.91741453111172E-05,28.7335567474,0.9408381581
Position2,VNIR,7.1239013672,0.0018974916,27.2182006836,0.8590980768,0.0947097316,3.90156637877226E-05,28.8652496338,0.9415020943
Position2,VNIR,7.0860419273,0.0018621442,27.2998657227,0.8596826792,0.0953563154,1.03597994893789E-05,28.9496212006,0.941917181
Position2,VNIR,7.1071519852,0.0018658532,27.291223526,0.859746933,0.0903119296,1.05882063508034E-05,28.937921524,0.9419501424
Position2,VNIR,7.1080446243,0.0018794331,27.2597332001,0.8602352738,0.0949298739,0.000001316,28.9026908875,0.9424808025
Position2,VNIR,7.151746273,0.0018891952,27.2372341156,0.8602718115,0.0968714207,1.2456439435482E-07,28.8724918365,0.9422920942
Position2,VNIR,7.1690573692,0.0018644416,27.2945137024,0.860624671,0.0925671309,1.00466422736645E-05,28.9342803955,0.9431310892
Position2,VNIR,7.1643805504,0.0018992322,27.214220047,0.8601641059,0.0953628942,1.57812610268593E-05,28.8507766724,0.9426594377
Position2,VNIR,7.2072954178,0.0018891583,27.2373180389,0.859172225,0.0980476588,0.000001322,28.8697280884,0.9427055717
Position2,VNIR,7.1500701904,0.0018753312,27.2692203522,0.8602350354,0.0919380933,1.77859328687191E-06,28.9042243958,0.9424100518
Position2,VNIR,7.1116890907,0.0018998368,27.2128391266,0.8599129319,0.0943885669,1.32215209305286E-05,28.840877533,0.9418962002
Position2,VNIR,7.1156229973,0.0018963122,27.2209014893,0.8596150279,0.0961932987,4.90271486341953E-06,28.8496570587,0.9418255687
Position2,VNIR,7.1151080132,0.0019150643,27.1781692505,0.8596116304,0.092007719,2.42921523749828E-05,28.8098125458,0.9415260553
Position2,VNIR,7.0903778076,0.0019164401,27.1750488281,0.8598284721,0.0950926989,9.99076291918755E-06,28.8014907837,0.9410460591
Position2,VNIR,7.066734314,0.0019086171,27.1928119659,0.860532403,0.0958298892,0.000001322,28.8260498047,0.9412799478
Position2,VNIR,6.9829316139,0.001888302,27.2392845154,0.8609191775,0.0914430767,3.24472784996033E-06,28.8822917938,0.9410154819
Position2,VNIR,6.9309802055,0.0018995713,27.2134437561,0.8616538644,0.093372345,2.83191911876202E-06,28.8527412415,0.9405629039
Position2,VNIR,6.9057130814,0.0019014033,27.2092590332,0.8617691398,0.0955000818,2.17626802623272E-06,28.8422584534,0.9402863979
Position2,VNIR,6.9121675491,0.0019183133,27.1708068848,0.8611384034,0.0917720944,2.38651409745216E-06,28.8082580566,0.9398069382
Position2,VNIR,6.8710594177,0.0019152279,27.1777954102,0.8616118431,0.0953408927,1.82976946234703E-05,28.8178405762,0.9396097064
Position2,VNIR,6.8116669655,0.0019084874,27.193107605,0.8622150421,0.0957951322,1.27824023365974E-07,28.8301315308,0.939293623
Position2,VNIR,6.8105125427,0.0018931035,27.2282581329,0.8624094129,0.0924398601,7.09737651050091E-06,28.8771743774,0.9393775463
Position2,VNIR,6.7743515968,0.0018668367,27.288936615,0.8628653288,0.0955213979,1.12440902739763E-05,28.9393577576,0.938963294
Position2,VNIR,6.7674326897,0.0018816615,27.2545852661,0.8626190424,0.0953391045,1.41835771501064E-05,28.8976783752,0.9393889308
Position2,VNIR,6.754032135,0.0018617352,27.300819397,0.8636167645,0.0925080329,2.99117527902126E-06,28.9599132538,0.9400968552
Position2,VNIR,6.7243928909,0.0018522694,27.3229598999,0.8644182086,0.0938419402,2.24073883146048E-05,28.9824790955,0.9406290054
Position2,VNIR,6.6823182106,0.0018360891,27.3610649109,0.8645908237,0.0955464095,6.65290281176567E-06,29.0257453918,0.9401046634
Position2,VNIR,6.6136779785,0.0018008302,27.445274353,0.8661054969,0.0899582803,8.44523310661316E-06,29.1164875031,0.9408727884
Position2,VNIR,6.5703005791,0.0018259133,27.3851985931,0.8659651279,0.0928185433,8.40285792946816E-07,29.054107666,0.9406405091
Position2,VNIR,6.5217452049,0.001822283,27.3938446045,0.8659420013,0.095452562,5.47152012586594E-08,29.0640220642,0.9405426383
Position2,VNIR,6.4640593529,0.0018000905,27.4470558167,0.8674606681,0.090606086,1.344527117908E-05,29.1232013702,0.9412745833
Position2,VNIR,6.4533600807,0.0018006345,27.4457454681,0.8673838377,0.0919792503,6.59353099763393E-06,29.110490799,0.9421728253
Position2,VNIR,6.4543886185,0.0018160676,27.4086799622,0.8672399521,0.0936508179,3.81683930754662E-05,29.0786552429,0.9415857792
Position2,VNIR,6.4793944359,0.0018295433,27.3765735626,0.8669002652,0.090307638,4.79982700198889E-05,29.0529441833,0.941821456
Position2,VNIR,6.3667120934,0.0018269874,27.3826446533,0.8677815795,0.0913061947,6.07585534453392E-05,29.0537986755,0.9429511428
Position2,VNIR,6.272895813,0.0018213243,27.3961277008,0.8689458966,0.0907437503,1.21707562357187E-05,29.071187973,0.942538321
Position2,VNIR,6.2325587273,0.001815806,27.4093055725,0.8699373007,0.0874768421,0.000025959,29.0957565308,0.9428068995
Position2,VNIR,6.1977262497,0.0018453019,27.3393268585,0.8701074123,0.0889453217,3.23574058711529E-05,29.0246982574,0.9435412288
Position2,VNIR,6.2106728554,0.0018508693,27.3262424469,0.8697863221,0.0895341411,2.8067734092474E-05,29.0081520081,0.943305254
Position2,VNIR,6.1815013885,0.0018439426,27.3425273895,0.8707824349,0.0864348263,3.58894467353821E-05,29.0355491638,0.9440395832
Position2,VNIR,6.1558084488,0.0018429529,27.3448581696,0.8708378673,0.0881807506,9.26563516259193E-05,29.0314750671,0.9446105361
Position2,VNIR,6.1700367928,0.0018162102,27.4083404541,0.8704835773,0.0870546401,2.02895607799292E-05,29.0847110748,0.9448956847
Position2,VNIR,6.1641430855,0.0018148094,27.4116897583,0.8706214428,0.0844828635,4.14610840380192E-05,29.0821609497,0.9453356266
Position2,VNIR,6.1903357506,0.0018252375,27.386806488,0.8697095513,0.086854279,3.05266585201025E-05,29.0482234955,0.9457396269
Position2,VNIR,6.155444622,0.0018398418,27.3521957397,0.8697059751,0.086044535,2.07794364541769E-05,29.0135765076,0.9456204176
Position2,VNIR,6.1085066795,0.0018865513,27.2433166504,0.8690496087,0.0857416689,7.6591968536377E-06,28.8998394012,0.9458010197
Position2,VNIR,6.0933012962,0.0019166311,27.17461586,0.8688523769,0.0876596346,4.39365394413471E-05,28.8263664246,0.9458630681
Position2,VNIR,6.0966963768,0.0019380332,27.1263885498,0.8687630892,0.0867855549,8.86851921677589E-06,28.775560379,0.9455971122
Position2,VNIR,6.0633149147,0.0020130745,26.9614028931,0.8677624464,0.087832801,3.83728183805942E-05,28.6148929596,0.9453530908
Position2,VNIR,6.0717616081,0.0020842287,26.8105487823,0.8655868173,0.0917257592,7.39521346986294E-05,28.4524269104,0.9448648691
Position2,VNIR,6.0101327896,0.0020859556,26.8069496155,0.8654348254,0.0891831294,5.08881639689207E-05,28.4443874359,0.9465882182
Position2,VNIR,5.9816102982,0.0021664691,26.6424751282,0.8641992807,0.0881935135,2.15647742152214E-05,28.2833824158,0.945520401
Position2,VNIR,5.9078941345,0.0022292,26.5185089111,0.8646762371,0.0897941291,3.74957453459501E-05,28.1514663696,0.9458937049
Position2,VNIR,5.9352402687,0.002247616,26.4827804565,0.8641213775,0.0894330367,2.7642585337162E-05,28.1272888184,0.9450434446
Position2,VNIR,5.9652032852,0.0022263664,26.5240325928,0.8646315932,0.0886851996,1.99745409190655E-05,28.1723804474,0.945424974
Position2,VNIR,6.009683609,0.0022049178,26.5660762787,0.8645373583,0.0925262645,3.51553317159414E-05,28.2147789001,0.9449786544
Position2,VNIR,6.0641040802,0.0021423739,26.6910476685,0.864130795,0.090004839,3.94033268094063E-05,28.3439731598,0.9449189305
Position2,VNIR,6.116317749,0.0020317577,26.9212818146,0.8652160168,0.0914376304,3.67520842701197E-05,28.591003418,0.944870472
Position2,VNIR,6.2510604858,0.0019470933,27.1061325073,0.8664367199,0.0895180777,2.38914508372545E-05,28.7804145813,0.9457759261
Position2,VNIR,6.2862801552,0.0018784936,27.2619037628,0.868304491,0.0858450979,2.30993609875441E-05,28.9476509094,0.946832478
Position2,VNIR,6.2918763161,0.0018846089,27.2477893829,0.8683342338,0.0862025023,3.56587115675211E-05,28.9434223175,0.9466369748
Position2,VNIR,6.2570357323,0.0018758368,27.2680492401,0.8690684438,0.0893736184,6.5492931753397E-06,28.9511756897,0.9467986822
Position2,VNIR,6.2464118004,0.0019025027,27.2067470551,0.8686869144,0.085274592,2.26788688451052E-05,28.8907794952,0.9467555285
Position2,VNIR,6.2179064751,0.0019090207,27.1918964386,0.8691644073,0.0862882584,3.39513644576073E-05,28.8914108276,0.9462191463
Position2,VNIR,6.2738385201,0.0019027097,27.2062759399,0.8690934181,0.0894901827,4.06382605433464E-05,28.8942623138,0.9461869001
Position2,VNIR,6.3104305267,0.0018883322,27.2392177582,0.8689845204,0.0839802623,1.41661148518324E-05,28.9267730713,0.9466495514
Position2,VNIR,6.3409075737,0.0018869811,27.2423248291,0.8687723875,0.0854208097,5.8906152844429E-05,28.9429321289,0.9466870427
Position2,VNIR,6.3970866203,0.0018776492,27.2638549805,0.8684670329,0.0879320651,5.43114729225636E-05,28.9466400146,0.9468247294
Position2,VNIR,6.523273468,0.0018846994,27.2475795746,0.8677009344,0.0831587911,2.7097761631012E-05,28.9319782257,0.9472228289
Position2,VNIR,6.5441460609,0.0018865549,27.2433071136,0.8675538301,0.0865049437,4.67188656330109E-05,28.9322834015,0.9464743733
Position2,VNIR,6.5269165039,0.0018583216,27.3087921143,0.8675997257,0.0881710202,3.12761403620243E-05,28.9891796112,0.9463266134
Position2,VNIR,6.5343928337,0.001853168,27.3208522797,0.8673419356,0.085192509,6.02151267230511E-05,29.0017547607,0.9462264776
Position2,VNIR,6.5028262138,0.0018378625,27.3568706512,0.8677961826,0.0874342248,0.000030447,29.0442810059,0.9461035132
Position2,VNIR,6.5054764748,0.0018661945,27.2904319763,0.866731286,0.0897208527,2.93452758342028E-05,28.9678859711,0.9456397891
Position2,VNIR,6.5062608719,0.0018881827,27.2395610809,0.8669252992,0.0855494887,0.000024054,28.9165077209,0.9458333254
Position2,VNIR,6.5006637573,0.0018700688,27.2814254761,0.8675171137,0.0894259363,0.000016846,28.9625205994,0.9455813169
Position2,VNIR,6.4923844337,0.0018402394,27.3512573242,0.8678356409,0.0918987989,0.000019117,29.0364456177,0.9450266957
Position2,VNIR,6.4781594276,0.0018255535,27.3860549927,0.868621707,0.0868163109,1.6392208635807E-05,29.0814762115,0.9448882341
Position2,VNIR,6.4688258171,0.0018577027,27.3102378845,0.8681229949,0.088596575,0.000043622,29.0028476715,0.9444083571
Position2,VNIR,6.4267373085,0.0018358758,27.3615684509,0.8686605096,0.0899949595,4.60876617580652E-05,29.0448913574,0.9449787736
Position2,VNIR,6.4216341972,0.0018406922,27.350189209,0.8686199188,0.0859560817,5.42046036571264E-05,29.0346298218,0.9451098442
Position2,VNIR,6.438794136,0.0018323169,27.3699951172,0.8695495725,0.0876977593,3.28258611261845E-05,29.0556983948,0.9451431036
Position2,VNIR,6.4284858704,0.00189298,27.2285423279,0.8683411479,0.0911310688,4.65055927634239E-06,28.8984069824,0.9446739554
Position2,VNIR,6.3318624496,0.001879419,27.259765625,0.8700119853,0.085670948,0.000030569,28.9289646149,0.9454112649
Position2,VNIR,6.3545866013,0.0018744022,27.2713737488,0.8703106642,0.0890603513,1.14566646516323E-05,28.9512138367,0.9448860288
Position2,VNIR,6.3468804359,0.0018527947,27.3217277527,0.8704379201,0.0909823403,1.68439000844955E-05,28.9921379089,0.9448707104
Position2,VNIR,6.3565940857,0.0018100872,27.4230041504,0.8713867664,0.0867482275,3.6303885281086E-05,29.1060791016,0.9450550675
Position2,VNIR,6.3822717667,0.0017906255,27.4699516296,0.8711488247,0.0880902186,1.40068586915731E-05,29.1605911255,0.9453856349
Position2,VNIR,6.3833661079,0.001787346,27.4779148102,0.8711423874,0.0907893628,7.64383003115654E-06,29.1590595245,0.9452389479
Position2,VNIR,6.3745927811,0.001785628,27.4820919037,0.8711174726,0.0858752131,2.65201088041067E-05,29.1661491394,0.9448031783
Position2,VNIR,6.36064291,0.0017761309,27.5052490234,0.8715944886,0.0882176384,2.11764127016067E-05,29.1965179443,0.9448663592
Position2,VNIR,6.3889250755,0.001786503,27.4799633026,0.8708969355,0.0899669826,2.53496691584587E-05,29.1622009277,0.9448028207
Position2,VNIR,6.3502268791,0.001759203,27.5468425751,0.871718049,0.0862624422,3.69376502931118E-05,29.2314758301,0.9449281096
Position2,VNIR,6.3626723289,0.0017456613,27.5803985596,0.8715038896,0.0881176293,6.69527798891068E-06,29.2710952759,0.9448178411
Position2,VNIR,6.3595404625,0.00174685,27.5774459839,0.8713604212,0.0892810076,1.40091869980097E-05,29.2664737701,0.9449978471
Position2,VNIR,6.3749947548,0.0017340619,27.6093559265,0.8720391393,0.0850590989,3.30207403749227E-05,29.3072814941,0.9449220896
Position2,VNIR,6.3550028801,0.0017171185,27.6519985199,0.8721622229,0.0870684087,1.59174669533968E-05,29.3474731445,0.9451591372
Position2,VNIR,6.40548563,0.0017161805,27.6543712616,0.8719791174,0.0897822231,1.66941899806261E-05,29.3445167542,0.9447984099
Position2,VNIR,6.3787646294,0.0017132042,27.6619110107,0.8720639348,0.0852289498,3.49106267094612E-06,29.3549251556,0.9451447725
Position2,VNIR,6.412979126,0.0017087414,27.6732368469,0.8722544909,0.0880150348,2.41212546825409E-06,29.3752555847,0.9453834295
Position2,VNIR,6.4170136452,0.0017115449,27.6661186218,0.8723214269,0.0898575336,2.22539529204369E-06,29.3576984406,0.9453782439
Position2,VNIR,6.3808465004,0.0017000742,27.6953220367,0.8726162314,0.0862150937,2.33433675020933E-05,29.3927307129,0.9452028275
Position2,VNIR,6.4210305214,0.0017025262,27.6890640259,0.8723730445,0.0880941153,1.70727726072073E-05,29.3930206299,0.9454445243
Position2,VNIR,6.4185519218,0.0016839168,27.7367954254,0.8724482059,0.0903563797,2.89266463369131E-05,29.4342594147,0.9453657866
Position2,VNIR,6.459271431,0.001688323,27.7254447937,0.872292757,0.0853077322,5.62844797968864E-06,29.4258766174,0.9460526109
Position2,VNIR,6.4553575516,0.0016827837,27.7397174835,0.8723910451,0.0874202549,1.28522515296936E-07,29.4408760071,0.9456664324
Position2,VNIR,6.4666953087,0.0016822981,27.7409706116,0.8718916178,0.0900960341,4.18140552937984E-06,29.4385299683,0.9451247454
Position2,VNIR,6.4187712669,0.0016772313,27.754070282,0.8724288344,0.0844608173,2.03582458198071E-05,29.4489555359,0.9455456138
Position2,VNIR,6.382358551,0.0017005057,27.6942214966,0.8716807365,0.0874489024,1.98816414922476E-05,29.3982849121,0.9455535412
Position2,VNIR,6.3358359337,0.001693715,27.7115974426,0.8719804287,0.0900710896,8.99750739336014E-06,29.4157447815,0.9460937977
Position2,VNIR,6.3131093979,0.0016837434,27.7372436523,0.8716922998,0.0863914266,3.08523885905743E-06,29.4381313324,0.9459947944
Position2,VNIR,6.2034277916,0.0016868951,27.7291202545,0.8730296493,0.0862521529,3.03876586258411E-05,29.4236221313,0.946325779
Position2,VNIR,6.1926894188,0.0017023606,27.6894855499,0.8727635741,0.0872481093,2.94642522931099E-05,29.3730926514,0.9465035796
Position2,VNIR,6.1014533043,0.0017021775,27.6899528503,0.8736263514,0.0829427242,0.000100205,29.3881187439,0.9467025399
Position2,VNIR,6.0085177422,0.0016880742,27.7260856628,0.8749942183,0.0839368626,3.80135606974363E-05,29.4355049133,0.9469258785
Position2,VNIR,5.9506134987,0.0017046576,27.6836299896,0.8745331168,0.0860795826,7.24485144019127E-05,29.3890686035,0.9463937283
Position2,VNIR,5.8782296181,0.0016724353,27.7665100098,0.8740397692,0.0828166679,1.96998007595539E-05,29.5014457703,0.9462748766
Position2,VNIR,5.8309893608,0.0016583682,27.8031921387,0.8731815815,0.086645335,2.47100833803415E-05,29.5428695679,0.9461271167
Position2,VNIR,5.760178566,0.0016470751,27.832868576,0.8735594749,0.0844441429,4.11095097661018E-05,29.5823287964,0.9450167418
Position2,VNIR,5.6808600426,0.0017045389,27.6839332581,0.8719089031,0.0817143098,1.27425882965326E-05,29.4206314087,0.9443038702
Position2,VNIR,5.5436410904,0.0016920747,27.7158050537,0.8743523359,0.083075501,0.000013832,29.4507961273,0.9459922314
Position2,VNIR,5.4901156425,0.0016954053,27.7072677612,0.8755162954,0.0832472518,1.23796053230762E-05,29.4440746307,0.9468516707
