position,scene,AE,MSE,PSNR,SSIM,LPIPS,FID
Position0,NIR,5.853896617889404,0.03409777209162712,14.672739028930664,0.5428357124328613,0.43033379316329956,7.879584180856599e-06
Position0,NIR,5.9140214920043945,0.03459979593753815,14.609265327453613,0.540736973285675,0.43134334683418274,2.4782283177893563e-07
Position0,NIR,5.914048194885254,0.03464435413479805,14.603675842285156,0.5414950251579285,0.4383082985877991,1.8544056010603386e-05
Position0,NIR,5.884779453277588,0.03425337374210358,14.65296745300293,0.5425294637680054,0.43121397495269775,8.930471632670727e-06
Position0,NIR,5.885193347930908,0.03452323004603386,14.618886947631836,0.5402747392654419,0.4374902844429016,7.675002073287245e-06
Position0,NIR,5.885528564453125,0.03427501022815704,14.650224685668945,0.5413841605186462,0.4308187663555145,5.899768804642092e-06
Position0,NIR,5.896390438079834,0.03416574373841286,14.664092063903809,0.5416994690895081,0.437348872423172,5.192953512635819e-06
Position0,NIR,5.913560390472412,0.03449148312211037,14.622880935668945,0.5410712957382202,0.43376001715660095,1.4183649495640074e-05
Position0,NIR,5.926074504852295,0.03424675017595291,14.653806686401367,0.5417947173118591,0.43456244468688965,2.3794053378512273e-07
Position0,NIR,5.974478721618652,0.03430209308862686,14.646793365478516,0.5421556830406189,0.4369734525680542,1.5758343823692438e-05
Position0,NIR,5.928020477294922,0.03475926071405411,14.589295387268066,0.5415080785751343,0.43637004494667053,6.323259397643041e-08
Position0,NIR,5.992439270019531,0.034488555043935776,14.623250961303711,0.5421485900878906,0.435078501701355,7.816122507334038e-06
Position0,NIR,5.963064193725586,0.03479995205998421,14.584213256835938,0.541266143321991,0.43395674228668213,4.2637632928803e-06
Position0,NIR,5.9332756996154785,0.034536607563495636,14.617203712463379,0.5419464111328125,0.43016648292541504,5.3709000110402014e-05
Position0,NIR,5.906692981719971,0.03365672379732132,14.729281425476074,0.5458295941352844,0.42887648940086365,2.9792536548707213e-06
Position0,NIR,5.868818283081055,0.03385169804096222,14.704195022583008,0.5453935861587524,0.4288715720176697,2.445191710255274e-05
Position0,NIR,5.905717372894287,0.034192316234111786,14.660715103149414,0.5441858768463135,0.4282933473587036,5.522740842137629e-06
Position0,NIR,5.862226963043213,0.0335695780813694,14.740541458129883,0.5470224022865295,0.4267142117023468,2.621789135994054e-05
Position0,NIR,5.915976524353027,0.03386522829532623,14.702459335327148,0.5455846786499023,0.42874687910079956,2.0323824100322314e-05
Position0,NIR,5.895900726318359,0.03438954800367355,14.635735511779785,0.5437896251678467,0.4310767650604248,1.02574015884648e-05
Position0,NIR,5.895092964172363,0.03360495716333389,14.735966682434082,0.5450549721717834,0.4293472468852997,2.1710543131499282e-06
Position0,NIR,5.914568901062012,0.0341600738465786,14.664812088012695,0.5435445308685303,0.4278047978878021,9.086671810491515e-06
Position0,NIR,5.930909633636475,0.03419971466064453,14.659775733947754,0.5417883992195129,0.4300693869590759,1.81951199226104e-05
Position0,NIR,5.903853893280029,0.03349915146827698,14.749662399291992,0.5444689989089966,0.4249875545501709,5.710142777763053e-06
Position0,NIR,5.926586151123047,0.03392287716269493,14.695073127746582,0.5438921451568604,0.4324430525302887,3.972680609086107e-08
Position0,NIR,5.905276775360107,0.034435536712408066,14.629931449890137,0.5443208813667297,0.43306952714920044,8.796851705076408e-06
Position0,NIR,5.87349796295166,0.03393913060426712,14.6929931640625,0.5433143377304077,0.4305645823478699,6.614632626242897e-05
Position0,NIR,5.9608893394470215,0.03409556671977043,14.67302131652832,0.5421510338783264,0.4345094561576843,1.5745742055853565e-05
Position0,NIR,5.9495439529418945,0.03418615087866783,14.661498069763184,0.541867733001709,0.4355575740337372,5.853775548571652e-07
Position0,NIR,5.908763885498047,0.03371172770857811,14.722189903259277,0.5436791777610779,0.43297985196113586,1.4665797988750243e-06
Position0,NIR,5.942558765411377,0.03447609022259712,14.624820709228516,0.5397129654884338,0.4372265338897705,3.7341846560430894e-07
Position0,NIR,5.962194919586182,0.034123845398426056,14.66942024230957,0.5401911735534668,0.4376782774925232,5.2801862233053075e-06
Position0,NIR,5.947439670562744,0.03373008966445923,14.71982479095459,0.5411713719367981,0.43301790952682495,7.92771779418262e-06
Position0,NIR,5.941382884979248,0.034292593598365784,14.64799690246582,0.5409250259399414,0.4327366054058075,4.89239404969765e-06
Position0,NIR,5.962369441986084,0.03430036082863808,14.647012710571289,0.5385057330131531,0.4348065257072449,1.3487839878904232e-05
Position0,NIR,5.940514087677002,0.033921707421541214,14.695223808288574,0.5396074056625366,0.4321555197238922,3.5106582980501573e-06
Position0,NIR,5.994278430938721,0.03430350124835968,14.646615982055664,0.5388238430023193,0.4349774122238159,1.0047479319374997e-07
Position0,NIR,5.9551682472229,0.034598249942064285,14.609458923339844,0.5392370820045471,0.4392602741718292,9.57311881959709e-07
