position,scene,AE,MSE,PSNR,SSIM,LPIPS,FID
Position0,NIR,3.6810073852539062,0.03049505315721035,15.157707214355469,0.6473690271377563,0.3256922662258148,2.3956532631845637e-05
Position0,NIR,3.7059478759765625,0.030849041417241096,15.107583999633789,0.6465175747871399,0.32599493861198425,1.0542902203487369e-05
Position0,NIR,3.7034313678741455,0.03085172548890114,15.107206344604492,0.6465930938720703,0.32744574546813965,1.1229583915590112e-05
Position0,NIR,3.7061386108398438,0.030985379591584206,15.088432312011719,0.6457886695861816,0.3267272412776947,4.111825968501105e-05
Position0,NIR,3.681795597076416,0.031106380745768547,15.071505546569824,0.646107017993927,0.3277192711830139,2.4487037919550866e-05
Position0,NIR,3.704404830932617,0.030872687697410583,15.104255676269531,0.6465129852294922,0.3257722556591034,9.566010961368013e-06
Position0,NIR,3.7003796100616455,0.03109140135347843,15.073596954345703,0.6463976502418518,0.3292770981788635,9.954458534260297e-05
Position0,NIR,3.727487325668335,0.03164629638195038,14.996770858764648,0.644356369972229,0.32961732149124146,2.4476356702099553e-05
Position0,NIR,3.6794090270996094,0.03170899301767349,14.988175392150879,0.6461718678474426,0.32780924439430237,1.622761888141113e-05
Position0,NIR,3.694443464279175,0.03284859657287598,14.834832191467285,0.6442813873291016,0.3297448456287384,1.9784746214464907e-05
Position0,NIR,3.717089891433716,0.032982200384140015,14.817204475402832,0.6435770392417908,0.3312254548072815,9.31911547790874e-06
Position0,NIR,3.684288740158081,0.03242611885070801,14.891051292419434,0.6454485654830933,0.3292921185493469,5.468837332151758e-06
Position0,NIR,3.705078601837158,0.03305096924304962,14.808158874511719,0.6433261632919312,0.3316067159175873,8.110421353250442e-07
Position0,NIR,3.711182117462158,0.03291633725166321,14.825885772705078,0.6427158117294312,0.3303928077220917,1.6600142897573843e-05
Position0,NIR,3.716275453567505,0.03238030523061752,14.89719009399414,0.6429967284202576,0.32819509506225586,4.703870198465368e-07
Position0,NIR,3.677701711654663,0.033042386174201965,14.809286117553711,0.6442140936851501,0.326850950717926,1.0452112686864384e-06
Position0,NIR,3.6790053844451904,0.03344183415174484,14.757099151611328,0.6429145932197571,0.3285520076751709,4.162296437758284e-07
Position0,NIR,3.6536450386047363,0.032401103526353836,14.894401550292969,0.6437855362892151,0.3279006779193878,2.349910731159425e-05
Position0,NIR,3.6678109169006348,0.03242085501551628,14.891756057739258,0.6447795033454895,0.32722413539886475,1.9071493746502296e-05
Position0,NIR,3.6544647216796875,0.03233732655644417,14.902958869934082,0.6438077092170715,0.329127699136734,0.00010053396360536855
Position0,NIR,3.63694167137146,0.03274453431367874,14.848612785339355,0.6428948044776917,0.3275196850299835,8.583568322943118e-05
Position0,NIR,3.650836944580078,0.032922640442848206,14.825054168701172,0.6423187851905823,0.33041027188301086,5.973984797477336e-05
Position0,NIR,3.6658008098602295,0.03295668214559555,14.820565223693848,0.6408531665802002,0.33155596256256104,6.595018267191227e-05
Position0,NIR,3.647036075592041,0.03332721069455147,14.77200984954834,0.6401929259300232,0.32965368032455444,0.00017481809249678907
Position0,NIR,3.6655166149139404,0.0332559198141098,14.78131103515625,0.6406345367431641,0.3344690203666687,0.0001351009250638944
Position0,NIR,3.6282882690429688,0.03268718346953392,14.85622501373291,0.6440561413764954,0.33145907521247864,0.00013315303434146847
Position0,NIR,3.6403145790100098,0.03193357586860657,14.957524299621582,0.644321620464325,0.3276333510875702,2.371049077031775e-05
