position,scene,AE,MSE,PSNR,SSIM,LPIPS,FID
Position0,NIR,3.155305862426758,0.026656601577997208,15.741952896118164,0.6741350293159485,0.2902567386627197,5.4684427665336894e-05
Position0,NIR,3.18232798576355,0.02814306505024433,15.50628662109375,0.6728116869926453,0.29399576783180237,9.037659180381654e-06
Position0,NIR,3.152924060821533,0.026732658967375755,15.729578971862793,0.6741390824317932,0.29308968782424927,1.4864648405236904e-05
Position0,NIR,3.1596126556396484,0.026896214112639427,15.703088760375977,0.6742616891860962,0.29095375537872314,2.4124024217921005e-05
Position0,NIR,3.166565418243408,0.026299379765987396,15.800546646118164,0.6750765442848206,0.29611387848854065,3.0257240709068677e-05
Position0,NIR,3.151677370071411,0.026379099115729332,15.78740119934082,0.6757379174232483,0.29036039113998413,1.6038640122344357e-05
Position0,NIR,3.169562578201294,0.026399144902825356,15.784102439880371,0.6762169599533081,0.2919837534427643,1.9374360779645262e-05
Position0,NIR,3.1724612712860107,0.02684682607650757,15.71107006072998,0.6734339594841003,0.2949027419090271,3.531516278162429e-05
Position0,NIR,3.1767520904541016,0.026928342878818512,15.697903633117676,0.6757522821426392,0.2913074493408203,2.7359593434268543e-05
Position0,NIR,3.1843278408050537,0.026927374303340912,15.698060035705566,0.6749027967453003,0.29354235529899597,5.831657025484778e-06
Position0,NIR,3.172334671020508,0.027418265119194984,15.619601249694824,0.67513507604599,0.2957460880279541,2.718857565469409e-05
Position0,NIR,3.168515682220459,0.02675609290599823,15.725773811340332,0.6749164462089539,0.29137128591537476,2.0656378129121737e-06
Position0,NIR,3.183115005493164,0.028566179797053337,15.441478729248047,0.6743694543838501,0.2962070405483246,1.2648658052042197e-05
Position0,NIR,3.200019598007202,0.027983874082565308,15.53092098236084,0.6743468046188354,0.294755220413208,2.1666383808716626e-06
Position0,NIR,3.1709277629852295,0.027170490473508835,15.659025192260742,0.6749796867370605,0.2916744649410248,1.5421295657398575e-06
Position0,NIR,3.168149948120117,0.028177546337246895,15.500968933105469,0.6732435822486877,0.294719398021698,3.6313615370533667e-06
Position0,NIR,3.187790632247925,0.02904505282640457,15.369277954101562,0.6726322770118713,0.29422804713249207,1.30228199834697e-05
Position0,NIR,3.17106556892395,0.028670938685536385,15.425581932067871,0.6720044612884521,0.2940705120563507,8.380702142221207e-06
Position0,NIR,3.1570677757263184,0.027802689000964165,15.559131622314453,0.6732303500175476,0.2916679084300995,6.944469561620103e-06
Position0,NIR,3.1653988361358643,0.029217839241027832,15.34351921081543,0.6697814464569092,0.2979281544685364,5.4076042764238455e-06
Position0,NIR,3.1369636058807373,0.028789717704057693,15.407625198364258,0.670978307723999,0.2946544885635376,1.3257378422898512e-05
Position0,NIR,3.1661927700042725,0.03024398908019066,15.193610191345215,0.6689022779464722,0.29751673340797424,1.662693276505492e-05
