position,scene,AE,MSE,PSNR,SSIM,LPIPS,FID
Position0,NIR,3.343930959701538,0.025093678385019302,16.004356384277344,0.6651092767715454,0.32066473364830017,3.073247416949046e-05
Position0,NIR,3.343912124633789,0.02558944746851921,15.919390678405762,0.6654318571090698,0.3194153308868408,1.254206519135789e-05
Position0,NIR,3.3492133617401123,0.025177091360092163,15.989944458007812,0.6652413010597229,0.32222074270248413,2.2252354169863958e-05
Position0,NIR,3.3514206409454346,0.02509702928364277,16.00377655029297,0.6662040948867798,0.3188646137714386,1.9348090290922937e-06
Position0,NIR,3.349510908126831,0.025306303054094315,15.967713356018066,0.6642767786979675,0.32017701864242554,3.333867629750926e-06
Position0,NIR,3.347928762435913,0.024793855845928192,16.05655860900879,0.6649596095085144,0.31696072220802307,2.47132311351813e-05
Position0,NIR,3.34370493888855,0.025113819167017937,16.000873565673828,0.665030837059021,0.32132968306541443,7.824953306790738e-06
Position0,NIR,3.3518879413604736,0.02549825608730316,15.934895515441895,0.6651892066001892,0.32150930166244507,4.323446152225234e-05
Position0,NIR,3.351194381713867,0.025435078889131546,15.945669174194336,0.6658614873886108,0.3199624717235565,3.674398052200961e-05
Position0,NIR,3.3588807582855225,0.025482822209596634,15.937524795532227,0.6667678356170654,0.3209594488143921,3.893435880738313e-05
Position0,NIR,3.3512215614318848,0.025613199919462204,15.915363311767578,0.6664190888404846,0.3207145929336548,1.9025860254562668e-06
Position0,NIR,3.3531510829925537,0.02527076005935669,15.973816871643066,0.6671549677848816,0.31590938568115234,3.573490678891386e-05
Position0,NIR,3.383014440536499,0.02619818039238453,15.817289352416992,0.6666866540908813,0.31913211941719055,1.1346682510932071e-07
Position0,NIR,3.3885083198547363,0.025938348844647408,15.860577583312988,0.6653733253479004,0.3212680518627167,3.5863796445695546e-05
Position0,NIR,3.3554184436798096,0.02605036087334156,15.841863632202148,0.6664172410964966,0.3165561556816101,1.1949153554569047e-05
Position0,NIR,3.3746469020843506,0.02631204202771187,15.798455238342285,0.6672525405883789,0.31915485858917236,2.0346088376684522e-05
Position0,NIR,3.384983539581299,0.026953082531690598,15.693916320800781,0.6667425036430359,0.3160932660102844,2.5007859996780454e-05
